식당이름,CTGRY_TWO_NM,주소
서문키친,동남아시아음식,서울특별시 서대문구 연희로10길 43-4
서보식당,동남아시아음식,서울특별시 송파구 오금로18길 5
서부식당,동남아시아음식,충청북도 청주시 상당구 상당로 8-2
서부의 사나이,동아시아음식,부산광역시 동구 범일로102번길 15-1
서브밀,남미음식,충청남도 천안시 동남구 상명대길 26
서서한술,유럽음식,전라북도 전주시 덕진구 권삼득로 333
서쉐프,유럽음식,대구광역시 남구 명덕로40길 89-5
서승호레스토랑,유럽음식,서울특별시 용산구 회나무로44가길 15
서양반주식당,유럽음식,서울특별시 광진구 뚝섬로52가길 16
서양식당,유럽음식,대구광역시 수성구 달구벌대로480길 28
서양식당,유럽음식,울산광역시 중구 젊음의1거리 23
서양집,유럽음식,서울특별시 종로구 대학로9길 23-2
서연일식,동아시아음식,경기도 성남시 분당구 성남대로 69
서우정,동남아시아음식,서울특별시 마포구 동교로 243
서울다이닝,유럽음식,서울특별시 중구 동호로 272
서울메리모나크,유럽음식,서울특별시 서초구 잠원로 221-124
서울샤브샤브,동아시아음식,부산광역시 중구 중구로 158
서울신라호텔콘티넨탈,유럽음식,서울특별시 중구 동호로 249
서울역뚝배기,동남아시아음식,서울특별시 용산구 한강대로 372
서울웨스틴조선호텔나인스게이트그릴,유럽음식,서울특별시 중구 소공로 106
서울타코,남미음식,서울특별시 성동구 서울숲길 54
서울특별시 서대문구 연희로11가길 56,유럽음식,서울특별시 서대문구 연희로11가길 56
서울프랑스,유럽음식,서울특별시 종로구 대학로12길 53
서유기,동아시아음식,인천광역시 부평구 시장로 20
서작가 초밥집,동아시아음식,제주특별자치도 서귀포시 태평로 416-1
서촌금상고로케,동아시아음식,서울특별시 종로구 자하문로9길 24
서촌김씨뜨라또리아,유럽음식,서울특별시 종로구 자하문로9길 8
서촌부엌,유럽음식,서울특별시 종로구 옥인2길 4
서태후,동아시아음식,대구광역시 수성구 용학로25길 46
서프보이,동남아시아음식,제주특별자치도 서귀포시 한도로242번길 14
서프앤터프,북미음식,대구광역시 중구 이천로 188
서해수산,북미음식,경기도 안양시 만안구 박달로525번길 46
서현초밥,동아시아음식,경기도 성남시 분당구 서현로 192
석모로푸드카페,유럽음식,인천광역시 강화군 해안서로 988
석이테이블,동아시아음식,서울특별시 강남구 선릉로 629
석적아시아마트,동남아시아음식,경상북도 칠곡군 동중리2길 22
선녀와나무꾼,동남아시아음식,경기도 수원시 팔달구 덕영대로895번길 41
선사로길,유럽음식,강원도 속초시 선사로4길 14
선샤인팔러,동남아시아음식,서울특별시 용산구 신흥로 30
선식당,동남아시아음식,경기도 부천시 범안로 231-15
선인장,인도아시아음식,강원도 춘천시 퇴계로145번길 7-13
선죽,동아시아음식,부산광역시 북구 화명대로12번길 96
설국,동아시아음식,울산광역시 남구 번영로 88
설렘을담다,유럽음식,경상북도 경산시 하양역길 8
설리반,유럽음식,서울특별시 서대문구 독립문로14길 3
섬마을 일식,동아시아음식,대전광역시 서구 둔산로123번길 43
섬사모아,동아시아음식,대구광역시 수성구 동대구로 237
섭지코지민트,유럽음식,제주특별자치도 서귀포시
성수동카레집델리커리,인도아시아음식,서울특별시 성동구 아차산로17길 48
성스커리,인도아시아음식,부산광역시 연제구 해맞이로 23
성원쌀국수,동남아시아음식,울산광역시 중구 학성로 80-1
성정손칼국수,동남아시아음식,충청남도 천안시 서북구 성정로 134
성화정,동아시아음식,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38
세계쌀국수대전,동남아시아음식,서울특별시 서대문구 신촌로 83
세구와하우스,동남아시아음식,서울특별시 종로구 종로53길 13
세그레또,유럽음식,강원도 춘천시 중앙로67번길 18
세그레또9,유럽음식,경상남도 창원시 진해구 진해대로 974
세나가족서울에오다,동남아시아음식,서울특별시 강남구 압구정로 165
세나가족서울에오다,동남아시아음식,인천광역시 서구 청라루비로 76
세나가족서울에오다,동남아시아음식,인천광역시 연수구 신송로 164
세라피나뉴욕,유럽음식,서울특별시 강남구 테헤란로 521
세러데이아일랜드,유럽음식,제주특별자치도 제주시 구좌읍 평대7길 51
세레니타,유럽음식,강원도 강릉시 율곡로 3034
세레브데토마토,유럽음식,서울특별시 강남구 도산대로11길 25
세레브데토마토,유럽음식,서울특별시 강서구 하늘길 38
세렌,유럽음식,경기도 성남시 분당구 운중로188번길 11
세렌디피티,유럽음식,광주광역시 동구 서석로7번길 6-6
세렌티레스토랑,유럽음식,인천광역시 남동구 예술로192번길 31
세모레스토랑,유럽음식,강원도 삼척시 중앙로 230
세모치킨앤쌀국수,동남아시아음식,대구광역시 서구 북비산로61길 13
세븐브릭스키친&펍,유럽음식,서울특별시 강남구 논현로94길 25-4
세븐스도어,유럽음식,서울특별시 강남구 학동로97길 41
세븐웨이즈,인도아시아음식,인천광역시 연수구 샘말로8번길 13-6
세븐포나인,동남아시아음식,서울특별시 송파구 가락로 137
세비야식당,유럽음식,경기도 수원시 영통구 센트럴파크로127번길 25
세상의모든아침,유럽음식,서울특별시 영등포구 여의대로 24
세스타,동남아시아음식,서울특별시 용산구 한남대로20길 21-18
세양원,동아시아음식,서울특별시 서대문구 충정로 8
세이버리,유럽음식,경기도 부천시 신흥로 170-1
세이버리,유럽음식,경기도 평택시 팽성대교길 139
세이,동아시아음식,제주특별자치도 제주시 서광로32길 34
세이올리브,유럽음식,대전광역시 중구 계백로 1712-1
세이치즈앤누들눅,동남아시아음식,서울특별시 성동구 연무장길 47
세이페찌,유럽음식,서울특별시 종로구 창신1길 12
세이프,동남아시아음식,인천광역시 서구 원당대로301번길 3
세인트마레,남미음식,부산광역시 수영구 민락수변로 29
세종호텔 베르디,유럽음식,서울특별시 중구 퇴계로 145
세컨드테이블,유럽음식,강원도 춘천시 풍류1길 16
세컨드플로어,유럽음식,경기도 평택시 부용로 23
세페우스,유럽음식,대구광역시 중구 동성로3길 99
섹스폰하우스,동남아시아음식,부산광역시 해운대구 달맞이길 120
센,동남아시아음식,서울특별시 서초구 방배천로6길 43
센다이 분당점,동아시아음식,경기도 성남시 분당구 정자일로 192
센도리,동아시아음식,대구광역시 수성구 들안로 38
센터바,동남아시아음식,서울특별시 용산구 한강대로 126-3
센텀 스카이라운지,북미음식,경상남도 거제시 장평1로 87
셀란키친,유럽음식,서울특별시 노원구 동일로 1238
셀리나,유럽음식,경기도 수원시 장안구 만석로19번길 11-3
셀린박갤러리,동남아시아음식,서울특별시 강남구 압구정로32길 30
셈프레베네,유럽음식,경기도 수원시 팔달구 권광로 181
션의스시,동아시아음식,대구광역시 달서구 야외음악당로9길 69
셰누,유럽음식,서울특별시 용산구 녹사평대로 210-6
셰프 마일리,유럽음식,서울특별시 성동구 독서당로 166
셰프뉴욕,유럽음식,대구광역시 중구 중앙대로 412-42
셰프데일리,유럽음식,인천광역시 남동구 서창남순환로216번길 17
셰프데일리,유럽음식,인천광역시 부평구 길주로 623
셰프데일리,유럽음식,충청북도 청주시 청원구 주성로279번길 8
셰프스 노트,유럽음식,서울특별시 강남구 테헤란로87길 46
셰프스노트,유럽음식,충청북도 제천시 죽하로15길 26
셰프스위트,유럽음식,서울특별시 은평구 서오릉로2길 3
셰프스테이션,유럽음식,경기도 성남시 분당구 판교역로146번길 20
셰프앤셰프,유럽음식,서울특별시 노원구 동일로 1379
셰프우전,유럽음식,전라북도 고창군 중앙로 269
셰프의약속,동남아시아음식,세종특별자치시  시청대로 213
셰프이탈리아를만나다,유럽음식,경상남도 하동군 섬진강대로 1877
셰프카레,인도아시아음식,인천광역시 부평구 부평문화로80번길 39
셰프케이,유럽음식,서울특별시 중랑구 사가정로 359
셰프테이너,유럽음식,서울특별시 용산구 이태원로27길 101
셰프하우스,유럽음식,경상북도 포항시 북구 대곡로 29
소가담,유럽음식,경상남도 진주시 진양호로44번길 45
소고산제일루 광화문점,동아시아음식,서울특별시 종로구 종로5길 7
소금,동남아시아음식,서울특별시 용산구 독서당로 84
소금집,동남아시아음식,서울특별시 종로구 북촌로4길 19
소금집델리,유럽음식,서울특별시 마포구 월드컵로19길 14
소꼬치,동남아시아음식,충청북도 청주시 흥덕구 풍년로 170
소노라,동남아시아음식,제주특별자치도 서귀포시 신화역사로304번길 38
소노마마,동아시아음식,대구광역시 수성구 수성못길 22
소노앤코,유럽음식,충청북도 청주시 서원구 1순환로704번길 46
소노키친,유럽음식,경기도 양주시 회정로 91
소담,동남아시아음식,대구광역시 북구 팔거천동로34길 3-7
소담다이닝,유럽음식,충청북도 진천군 상산로 86
소디스에스프레소바 대구북구점,유럽음식,대구광역시 북구 동천로 135-5
소라,동남아시아음식,강원도 춘천시 낙원길 18-1
소렉,유럽음식,제주특별자치도 제주시 은남2길 41
소렌토,유럽음식,서울특별시 성북구 동소문로20다길 15
소렌토,유럽음식,서울특별시 영등포구 경인로 846
소렐라,유럽음식,대구광역시 달서구 월배로74길 32
소르티노,유럽음식,서울특별시 용산구 이태원로 208
소림마라,동아시아음식,경기도 하남시 하남대로 947
소림마라,동아시아음식,충청남도 천안시 서북구 성정공원5로 24-6
소문,동남아시아음식,전라북도 전주시 덕진구 혁신로 691
